,urn,ts,company,numLikes,numComments,text,Environment,Positive,Climate Impact,Biodiversity and Environmental Footprint,Negative,Waste and Emissions Management ,Social,Human Capital ,Environmental Opportunities ,Waste and Emission Management,Diversity and Inclusion,Workplace and Product Safety,Environmental Crime,Governance,Legal Compliance,Business Ethics and Transparency,Product Stewardship
3767,6.92301e+18,21/04/2022 21:03,ecolab,43,0,"The latest United Nations report on climate change outlines how having the right policies, infrastructure and technology in place to enable lifestyle and behavior changes can result in a 40-70% reduction in greenhouse gas emissions by 2050. Learn more about what actions we need to take to cut emissions. https://bit.ly/3K2BV5x",45.0,45.0,20.0,,,25.0,,,,,,,,,,,
3785,6.91208e+18,22/03/2022 17:02,ecolab,87,2,"On #WorldWaterDay, we’re reflecting how the #ECLteam is helping customers conserve water. Susan is an industry technical consultant at Nalco Water. In her role, she helps customers develop a plan to improve operational efficiencies while reducing water use. Here’s to our Water Superheroes that help make the world cleaner, safer and healthier. 
 
Learn more about how you can make a big difference for the planet: https://bit.ly/3uq9clI",10.0,10.0,,10.0,,,,,,,,,,,,,
3857,6.9404e+18,08/06/2022 20:47,tellabs,4,0,"It's great having Wrangler Tech distribution at our Optical LAN training in Chicago today. You can follow this link to access info on Optical LAN being used for fiber-based connectivity at airports, schools, hotels, hospitals and government buildings. https://bit.ly/3xxNizz",10.0,10.0,,,,10.0,,,,,,,,,,,
3871,6.93235e+18,17/05/2022 15:11,tellabs,4,0,"We tip our hat to our partner Multiband Global for showcasing Passive Optical LAN, as part of their clean energy solutions, at the 2022 Byron Nelson golf tournament last week! You can click here to learn about Optical LAN and its sustainable green benefits. https://bit.ly/3MnxNiu",10.0,10.0,,,,,,,10.0,,,,,,,,
3972,6.92331e+18,22/04/2022 17:00,cunamutualgroup,93,0,"Happy Earth Day! What do you do to invest in our planet? CUNA Mutual employee Pramod Acharya and his family celebrate by avoiding pesticides in their garden, growing 100% organic vegetables and making their own compost.
#EarthDay2022 #InvestInOurPlanet #StrongerTogether #Comment",15.0,15.0,,15.0,,,,,,,,,,,,,
4093,6.98862e+18,19/10/2022 21:55,flowserve,68,0,"During a recent conversion of a refinery in the United States from traditional petroleum to biodiesel, #Flowserve engineers leveraged analytics and performance data to modify pumps to suit the plants new needs.

By modifying the refinery's existing Flowserve pumps, the new plant is projected to save more than $800,000 in annual electricity costs and reduce CO2 emissions by more than 8,900 tons.

Learn more. Download our Success Story: http://ow.ly/y3Og50LfXEx",10.0,10.0,10.0,,,,,,,,,,,,,,
4103,6.98608e+18,12/10/2022 21:39,flowserve,183,5,"In 1984, #Flowserve pioneered the use of pumps for high-pressure CO2 pipeline and injection service and later became the first to use dry gas seals in dense-phase CO2 pumps. 

Today, we are at the forefront of developing process pump technologies to capture, transport and inject CO2 and other acid gases. We have the experience, technology and support you can trust for your carbon capture needs.

Learn more about our #CCUS capabilities: http://ow.ly/aekq50L8CkT

#decarbonization",5.0,5.0,,,,,,,,,,,,,,,
4104,6.98583e+18,12/10/2022 05:30,flowserve,63,0,"Join us at #ADIPEC2022 from 31 October to 03 November to see the latest technologies and solutions to the oil, gas and energy industries. 

Visit our Stands 2430 and 3130 to visit with #Flowserve specialists for product demonstrations and to discuss how our products and solutions can support your energy transition, sustainability and operational initiatives.

To learn more, visit: http://ow.ly/8UmV50L7ys8",5.0,5.0,,5.0,,,,,,,,,,,,,
4106,6.98572e+18,11/10/2022 22:10,flowserve,55,0,"#Flowserve created the Energy Advantage Program to address the urgency for energy transition and the need to decarbonize our current energy system. This program aims to help our customers meet increasingly ambitious net zero goals.

The Flowserve Advantage Program is a comprehensive suite of flow control solutions and services that enable energy providers to achieve immediate and ongoing energy transition commitments. This program is designed to identify and implement liquid flow loop efficiency improvement, reduce carbon footprint and increase equipment reliability of flow control assets and processes.

Download the Energy Advantage Program brochure to learn more: http://ow.ly/j67f50L7xUh",10.0,10.0,10.0,,,,,,,,,,,,,,
4119,6.98379e+18,06/10/2022 14:01,flowserve,323,10,"It’s here! The #Flowserve FLEX isobaric energy recovery device is designed to recapture more than 98% of the hydraulic energy of the brine stream. Electricity is the biggest cost when desalinating seawater or brackish water. So we’re introducing a compact pressure exchanger that can drive down the total cost of reverse osmosis processes by substantially reducing capital and operating expenditures. 

See the Flowserve FLEX™ - http://ow.ly/ZWUb50L32fr

#EnergyTransition",5.0,5.0,,,,,,,,,,,,,,,
4123,6.98341e+18,05/10/2022 13:01,flowserve,161,2,"Concentrated solar power (#CSP) is an integral part of the decarbonization process. We at #Flowserve are committed to supporting CSP operators efficiently harness the clean energy of the sun. The Valtek® TX3 triple-offset butterfly valve for molten salt applications has been engineered to withstand temperatures as high as 600°C (1,112°F), prevent salt solidification, and eliminate leakage while delivering reliable performance, maintaining high output, and lowering costs. 

Its design and construction include Thermiculite® or live-loaded packing options, which prevent stem leaking caused by thermal swings: http://ow.ly/LZaT50L1aBw",10.0,,,,10.0,,,,,,,,10.0,,,,
4124,6.98315e+18,04/10/2022 20:00,flowserve,376,3,"Our approach to #energytransition begins with our purpose: to make the world better for everyone. By addressing climate change and energy consumption now, Flowserve can help make the world better for everyone now and for generations to come.

Learn how #Flowserve enables Energy Transition: http://ow.ly/vybN50L1agx

#FLS3Ds",5.0,5.0,5.0,,,,,,,,,,,,,,
4125,6.98311e+18,04/10/2022 17:00,flowserve,228,2,"Andreas Dreiss, engineering fellow at #Flowserve, sat down with Pumps and Systems Magazine to discuss sustainability best practices in the pump industry and how Flowserve uses #EnergyTransition objectives to help customers reduce carbon emissions while increasing efficiency. http://ow.ly/J2S450L0Qrb",25.0,25.0,25.0,,,,,,,,,,,,,,
4135,6.9787e+18,22/09/2022 13:00,flowserve,179,2,"Coming soon: the next-generation isobaric energy recovery device for your reverse osmosis desalination operations with the highest efficiency to help you successfully complete critical #EnergyTransition initiatives.

Here’s an exclusive sneak peek at the new #Flowserve FLEX pressure exchanger: https://lnkd.in/dwnRs4ue",5.0,5.0,,,,,,,,,,,,,,,
4140,6.97788e+18,20/09/2022 07:00,flowserve,63,0,"Inspiring speakers from desalination and water reuse industries will collectively discuss and showcase innovation and strategy about the future of water this October at #IDAWC2022 in Sydney, Australia. 

Immerse yourself in cutting edge research in Desalination and Renewable Energy by coming to session 4.4 to hear our Director of Global Desalination, Beat Schneider, on Tuesday, October 11 at 4:50 AEST.

http://ow.ly/78XF50KGR86

#Flowserve",10.0,10.0,,10.0,,,,,,,,,,,,,
4151,6.97616e+18,15/09/2022 12:33,flowserve,565,11,"#Flowserve is getting resounding support at our booth in Turbomachinery & Pump Symposia. Our solutions experts are ready to see you – Booth 1611, Hall D – to discuss your toughest flow control challenges.

If you want to enhance reliability and performance, improve operational efficiency, reduce maintenance or labor costs, or if your focus is carbon reduction or energy transition, we can help. Come see the latest pump, valve, seal and RedRaven IoT innovations that can take your operation to the next level.

Flowserve at #tps2022: http://ow.ly/JsLG50KKf17
",10.0,10.0,10.0,,,,,,,,,,,,,,
4159,6.974e+18,09/09/2022 14:03,flowserve,78,2,"Turbomachinery & Pump Symposia is just days away, and #Flowserve is ready to see you there. Our solutions experts are ready to see you – Booth 1611, Hall D – to discuss your toughest flow control challenges. We’ll be on-site on September 13-15 with product demonstrations, real-world experience, product details and personalized discussions to help you improve your operations.

If you want to enhance reliability and performance, improve operational efficiency, reduce maintenance or labor costs, or if your focus is carbon reduction or energy transition, we can help. Come see the latest pump, valve, seal and IoT innovations that can take your operation to the next level.

Flowserve at #tps2022: http://ow.ly/RG3W50KyjXv",10.0,10.0,10.0,,,,,,,,,,,,,,
4162,6.97337e+18,07/09/2022 20:12,flowserve,58,0,"At Flowserve, we are proud to partner with our customers and invest in our global footprint to positively impact our climate. On today’s #InternationalDayofCleanAir, we are reflecting on how our #ClimateChange mitigation efforts at #Flowserve are improving air quality and decreasing the single greatest threat to human health: air pollution. 

As part of our commitment to reduce our carbon intensity by 40% by the year 2030, Flowserve continues to pursue renewable energy and energy efficiency projects in all facilities. Earlier this year, our facility in Suzhou, China completed #SolarPanel installation on the roofs of three buildings on campus. This solar installation will generate 1,700,000 KWH of electricity every year, yielding significant cost and energy savings, lowering the plant’s carbon emissions and improving #TheAirWeShare. 

Read more about Flowserve’s #sustainability practices and promoting clean air in our 2021 ESG Report: http://ow.ly/rq2850KCNPx",80.0,60.0,20.0,10.0,20.0,,,,,,,,,,,,
4172,6.9712e+18,01/09/2022 20:22,flowserve,79,0,"Are you attending Turbomachinery & Pump Symposia (TPS) in Houston this month? Join us #tps2022 to discover the complete portfolio of Flowserve solutions and to talk with our fluid motion and control specialists.

Stop by Flowserve Booth 1611, Hall D from September 13 to 15 at the George R. Brown Convention Center in Houston, TX. 

Flowserve’s pumps, seals, valves, condition monitoring and predictive analytics can help you:
- Improve reliability, performance, safety and operational efficiency
- Reduce maintenance costs, carbon emissions and total cost of ownership

Learn more about #Flowserve at TPS: https://lnkd.in/gPCJVRKV",25.0,25.0,25.0,,,,,,,,,,,,,,
4177,6.96855e+18,25/08/2022 13:01,flowserve,56,0,"Join the conversations and witness breakthrough technologies at Gastech 2022. 

When:    5-8 September
Where:  Fiera Milano, Italy
Stall:      Hall 13, Stall 13A21

See how partnering with #Flowserve enables you to reduce or eliminate emissions while also enhancing efficiency and cost-effectiveness in hydrogen, LNG and natural gas processes.

http://ow.ly/pywO50K8YyN",30.0,30.0,,,,30.0,,,,,,,,,,,
4180,6.96794e+18,23/08/2022 20:30,flowserve,92,0,"With end-to-end solutions that support energy transition initiatives, #Flowserve helps protect the planet as we enable customers to increase operational efficiency, productivity and profitability. 

The latest example: an innovative floating liquefied natural gas (LNG) facility in Australia will operate efficiently and precisely with Flowserve control and on/off valves.

Liquefied natural gas (LNG) will play a pivotal role as the energy industry transitions from coal and oil to cleaner energy sources to significantly reduce greenhouse gases that contribute to climate change. It’s the latest example of our pivotal role to support the energy industry during the global transition from coal and oil to cleaner energy.

Get the full story: http://ow.ly/20nL50Kqwt2

#FLS3Ds #LNG #EnergyTransition #flowcontrol #sustainability #diversify #decarbonize #digitize #pumps #valves #seals",35.0,20.0,15.0,,15.0,,,,,,,,,,,,
4185,6.96603e+18,18/08/2022 14:03,flowserve,37,0,"LNG is an at-scale transition fuel that can enable energy transition. #Flowserve knows that efforts to minimize carbon footprints, reduce greenhouse gas (GHG) emissions and produce carbon-neutral LNG can be overwhelming. 

Our industry experts can lead the way, create achievable goals and show you how to get there with efficiency, process optimization and product innovations.

Rakhi Oli, Global Strategy Leader-LNG and Gas, will be at #Gastech in Milano, Italy. Join Rakhi at HALL 13, Stall 13A21 from 5-8 September, and attend her session on 7 September, 9-10am on ""Carbon Neutral LNG - Methane"".",100.0,70.0,30.0,,30.0,,,,,,,,,,,,
4326,6.95789e+18,27/07/2022 03:00,kennametal,106,2,"Our team in Bengaluru, India recently launched an urban afforestation project in partnership with United Way India   

Through this initiative, 10,000 saplings were planted using the Miyawaki method, thereby promoting ecological balance and bio-diversity in the region.

Special thanks to Dr. Shanth A. Thimmaiah, Chairman of the Karnataka State Pollution Control Board - India for attending the event and supporting the cause. 

Read more here: https://okt.to/q2dNGU

#philanthropy #biodiversity #csr #esg #environmentalsustainability",30.0,30.0,,30.0,,,,,,,,,,,,,
4395,6.98162e+18,30/09/2022 14:41,novglobal,137,2,"“For NOV, Africa Oil Week is the premier event for us in Africa and the one place where we know all of the right people will be gathered at the same time.” - Ian Ayling,  Chief Sales Officer

We’re proud to be Gold sponsors for the upcoming Africa Oil Week! As Ian said above, this event is one we’re excited to participate in, both as sponsors and in the panel on “Creating a Low Carbon Future: What Technologies Should Companies be Focusing on?” which will feature Ian in the discussion. We hope to see you there! 

Read all of the details in the below article: 

http://ow.ly/JIE450KYf1c",30.0,,30.0,,30.0,,,,,,,,,,,,
4407,6.9682e+18,24/08/2022 13:31,novglobal,269,143,"Join us live right now with Travis Thomas, Director of Digital Sales and Product Development. He's joining the show to speak on the biggest challenges in the completions space, how we are working to alleviate those pain points and our latest solutions.

Ask your questions for Travis below! Or answer our poll of the day: What is your biggest pain point when it comes to your operational or wellsite data?",15.0,,,15.0,15.0,,,,,,,,,,,,
4409,6.96783e+18,23/08/2022 13:00,novglobal,119,0,"Meet Brent. He is passionate about bridging the gaps to provide clean, reliable, and abundant energy.


Throughout this week and during #ONS2022 in Stavanger, we invite you to engage with our Low Carbon Solutions team members.  


Learn more about our role in #decarbonization and the #energytransition at http://ow.ly/VhPZ50Kk5Z5",10.0,10.0,,,,,,,,,,,,,,,
4413,6.96605e+18,18/08/2022 15:25,novglobal,145,3,"Meet Spencer. He is passionate about bringing value and supporting our customers with their decarbonization strategies. 


Over the next few weeks and during #ONS 2022 in Stavanger later this month, we invite you to engage with our Low Carbon Solutions team members.  


Learn more about our role in decarbonization and the #energytransition at http://ow.ly/1xsC50Kk40N",10.0,10.0,,,,,,,,,,,,,,,
4415,6.96497e+18,15/08/2022 16:00,novglobal,136,0,"Meet Erin. She is passionate about the re-ordering of the energy industry with a global team and regional expertise.


Over the next few weeks and during #ONS2022 in Stavanger later this month, we invite you to engage with our #LowCarbon Solutions team members.  


Learn more about our role in decarbonization and the #energytransition at http://ow.ly/8Xbf50Kk4er",10.0,10.0,,,,,,,,,,,,,,,
4418,6.96278e+18,09/08/2022 15:00,novglobal,204,2,"What will you find here? People like Jan, who are passionate about decarbonization and the energy transition. 

Over the next few weeks and during #ONS2022 in Stavanger later this month, we invite you to engage with our #LowCarbon Solutions team members.  

Learn more our role in #decarbonization and the #energytransition at http://ow.ly/hG2z50KfwEO",10.0,10.0,,,,,,,,,,,,,,,
4424,6.95488e+18,18/07/2022 19:10,novglobal,231,7,"Last week, Tony Pink, our VP of Subsurface Energy Technology, attended the Kenya Geothermal Congress 2022 where he presented a paper on “Particle Impact Drilling.” The paper, presented by Sam Abraham from the Geothermal Resource Group, highlighted the performance gains of ReedHycalog PDC bits on the Forge project.

Tony said of his visit: “It has been an absolute pleasure to be in Kenya this week and to hear about the Geothermal success that has been achieved in the region. Kenya and neighboring countries have a world class Geothermal resource and have a huge opportunity to develop this Green Energy resource and provide reliable baseload power to the continent of Africa. I have to say thanks to the GAK, Geothermal Association of Kenya who organized and hosted a great event.”",30.0,30.0,,,,,,,30.0,,,,,,,,
4465,6.91527e+18,31/03/2022 12:00,novglobal,268,6,"Did you catch us on PBS NewsHour last Friday? About 7 minutes into this great piece on geothermal energy, you can spot our own Tony Pink, CTO of Wellbore Technologies, talk with John Schiller from Particle Drilling about our great collaboration and how we are changing the economics of geothermal drilling!

Check it out on the PBS website below! 

http://ow.ly/aeru50IvxYo

#geothermalenergy #energy #pbs #newshour #goethermal",10.0,10.0,,,,,,,10.0,,,,,,,,
4600,6.98421e+18,07/10/2022 18:01,bankofhawaii,17,0,"It’s important for us to work with the local communities that have brought us to where we are today. That’s why Mahalo Moment #63 celebrates the University of Guam and its Guam Restoration of Watersheds (GROW) initiative, which develops innovative solutions to reduce land erosion and sedimentation on downstream coral reefs as part of the UOG Sea Grant program. 
 
Our Blue Crew teamed up to protect Guam's watersheds by planting 200 trees at the Ugum restoration site in Inalåhan. Thank you for your commitment to sustainability and preserving our environment for generations to come. 
 
#BOHMahaloMoments #BOH125",20.0,20.0,,20.0,,,,,,,,,,,,,
4634,6.9683e+18,24/08/2022 20:20,bankofhawaii,24,1,"In our island home where open space is one of our most limited commodities, it’s essential to cultivate a sustainable, circular economy—and mindset.

By collecting and distributing used and excess materials, Re-use Hawai‘i transforms ‘waste’ into treasure, reducing our dependence on outside resources. Just this fiscal year, Re-Use Hawaii helped divert over 367 tons of material from local landfills, reducing 155 tons of greenhouse gas emissions – the equivalent of removing 34 cars off our roads for a whole year! 
 
Mahalo Moment #54 extends our gratitude to Re-Use Hawaii. We look forward to working together on our shared commitment to building a sustainable future.

#BOHMahaloMoments #BOH125",20.0,20.0,20.0,,,,,,,,,,,,,,
4639,6.9658e+18,17/08/2022 23:00,bankofhawaii,18,0,"Trees are vital to every ecosystem, especially on an island. They clean the air, filter water, reduce landslides, protect coastal areas and provide a home to hundreds of species. Replenishing forests is an essential step in preserving Palau’s fragile environment and addressing climate change.
 
We are committed to partnering with organizations like Palau Conservation Society (PCS), who in collaboration with Ngardock Nature Reserve planted native saplings in Peleliu to help reduce coastal erosion and protect the communities of Palau.
 
Mahalo Moment #53 goes to PCS. We’re proud to support their efforts to replenish forests, protect marine ecosystems and sustain our island way of life. 
 
#BOHMahaloMoments #BOH125",90.0,90.0,5.0,80.0,,,,,,,,,,,,,
4658,6.95826e+18,28/07/2022 03:15,bankofhawaii,29,0,"We live in an island community. What happens in the oceans around us has a direct impact on our sustenance, livelihoods and lifestyle. Mahalo Moment #47 is dedicated to our partners at Waikiki Aquarium. We are proud supporters of their summer concert series, Ke Kani O Ke Kai, for the attention it brings to the aquarium and their efforts. 

Education is the key to conservation. By sharing knowledge about Hawaii’s marine life and environment, the Waikiki Aquarium has been helping generations of kamaaina and visitors gain a greater appreciation of the fragile balance that is essential for a healthy ocean. 

To the Waikiki Aquarium, its volunteers and staff, we say mahalo for promoting understanding, appreciation and conservation of our island waters. It is our hope that through efforts like yours, future generations will also enjoy the many wonders it holds.  

Learn more about Ke Kani O Ke Kai at https://lnkd.in/gvQC4gQp
 
#BOHMahaloMoments #BOH125",5.0,10.0,,,,,,,,,,,,10.0,,10.0,
4691,6.98678e+18,14/10/2022 19:51,earthlink,4,0,"There are several misconceptions about the best (and safest!) way to recycle old technology while reducing your e-waste footprint. In honor of International E-Waste Day, our latest blog post helps you put your best foot forward with proper recycling techniques: https://bit.ly/3gaRUW7 #earthlink #ewasteday #recycling #sustainability #recyclingelectronics",10.0,10.0,10.0,,,,,,,,,,,,,,
698,6.98886e+18,20/10/2022 14:01,pepsico,248,4,"PepsiCo is working hand in hand with farmers around the world to spread regenerative practices across 7 million acres by 2030 — an area roughly the size of our entire agricultural footprint. Through our Positive Agriculture Outcomes Fund we’re helping farmers adopt techniques that reduce greenhouse gas emissions, restore local ecosystems and strengthen the well-being of the communities where we work. Our new series, Growing Our Future showcases how these solutions are improving farmers’ livelihoods today and protecting the planet for the years to come. Watch here: https://pepsi.co/3eD5qS9",50.0,10.0,25.0,20.0,,,10.0,10.0,,,,,,,,,
757,6.95555e+18,20/07/2022 15:42,pepsico,392,4,"In Europe, we’re committed to creating a more sustainable and resilient food system. Our Europe #PositiveAgriculture journey has made significant progress over the last year as we continue supporting our farming communities and spreading regenerative farming practices. 
 
One of the ways we are doing this is through our iCrop technology and Cool Farm Tool. We gather insights from across 48,000 acres in Europe and share data with our farmers to help them work more efficiently and reduce their emissions. To find out more, take a look at our ESG summary here: https://lnkd.in/gMwpRRey",15.0,10.0,,,,15.0,10.0,10.0,,,,,,,,,
1403,6.94217e+18,13/06/2022 17:47,antheminc,158,1,"As the opioid crisis has worsened, access to effective, evidence-based treatment for opioid use disorder (OUD) has become even more critical. In keeping with our efforts to reimagine the health system and provide personalized care, we’re pursuing more holistic, data-driven ways to help members with OUD. Learn more about the Changing Pathways program, which leverages medications for opioid use disorder (MOUD) and peer recovery support to address the behavioral and social drivers of health. #AnthemImpact 

https://lnkd.in/gAecJWkf",5.0,5.0,,,,5.0,5.0,5.0,,,,,,,,,
1480,6.86646e+18,16/11/2021 19:55,antheminc,107,5,"When we minimize pollution, protect human rights and cultivate a diverse and inclusive workplace, this impacts overall health, and that's why being included among the #sustainability top-performing companies in the S&P Global #DJSI for the fourth year in a row means so much to us. http://ow.ly/O91R50GPbMN/",10.0,10.0,,,,10.0,10.0,,,,10.0,,,,,,
1545,6.95339e+18,14/07/2022 16:37,textron,65,2,"Across the enterprise, our Textron employees have been working hard to achieve the goals of creating safe workplaces, healthy employees, resilient facilities, and a sustainable footprint. These are all part of Textron’s Achieve 2025 initiative, a 5-year plan to increase overall health and well-being for our employees and the environment. Here are this past quarter's recipients of our Achiever Awards.

#Achieve2025 #sustainability #wellbeing #awards",5.0,35.0,,,,,35.0,5.0,,,,30.0,,,,,
2801,6.97914e+18,23/09/2022 18:04,jabil,270,4,"Jabil is proud to recognize International Day of Sign Languages, dedicated to supporting and protecting the linguistic identity and diversity of all people who are deaf and users of sign language. The Jabil team in The Dominican Republic has integrated a sign language training program into their sites, aimed at any employee interested in taking the course to expand their skillset and build a sense of unity across colleagues of all abilities.

""Learning sign language has been enriching, as I have been able to be more sensitive to people who have abilities different from mine, and I have opened my mind even more to the needs that we still need to cover to be more inclusive. The activity was a small sample of how much we can do to integrate into this wonderful world of sign language, and I feel very grateful for the opportunity to live this experience,"" Kazumi Kawazoe, logistics coordinator, shared.

The commitment to #inclusion from the Dominican Republic is inspiring as we celebrate #IDSL and progress toward a more equitable environment every day. Watch the video to learn more: https://lnkd.in/ezt6zs52 ",5.0,5.0,,,,,5.0,,,,5.0,,,,,,
2840,6.95378e+18,15/07/2022 18:28,jabil,519,6,"This year, Swiss sites have utilized spending time outdoors to boost morale, increase engagement among employees and help contribute to improved mental health. This includes participating in the Bike to Work Challenge. 🚴
 
Bike To Work is a Swiss-wide health promotion campaign organized by the Pro Velo Switzerland association that promotes well-being and sustainable mobility practices. Nearly 150 Jabil employees have collectively participated across Bettlach, Grenchen, Le Locle, Mezzovico, Hägendorf and Balsthal.
 
“Bike To Work has been the right stimulus for me to resume regular physical activity,"" Silvio Bianchi, senior facility project technician, said. ""During the two months of the challenge, I kept a participation rate of 100% by cycling every day to work, thanks to the support and engagement of my team. Moreover, I rediscovered a sport that I am passionate about.

""I would like to take this opportunity to thank Jabil for joining Bike To Work and for focusing so much on the health and well-being of employees.""

Bike to work is just one outdoor activity employees are taking part in. A newly-launched running group unites employees who share a passion for running with the goal of taking part in a local half-marathon in September. 
 
Participation in biking and running groups can increase team spirit, create a more inclusive and positive environment and reduce stress while simultaneously helping the environment. Yet, no matter the activity, our Swiss sites' commitment to this program reminds us that our mental and physical well-being can benefit from a connection to nature and promotes a culture of prioritizing #MentalHealth.

#WeAreJabil",20.0,10.0,,,,,10.0,10.0,,,,,,,,,
2843,6.95271e+18,12/07/2022 19:48,jabil,66,2,"""As the planet warms up, corporations are feeling the heat from consumers and governments alike to reduce their greenhouse gas emissions,"" PJ Farrenkopf, project manager for global energy, writes in IndustryWeek.

While some companies rely on renewable #energy certificates to offset emissions, Jabil has found success in targeting greenhouse gas emissions at our own facilities. Learn how: https://lnkd.in/eNZw8Sby

#Sustainability",50.0,10.0,35.0,,,15.0,,,,,,,,10.0,10.0,,
3066,6.97846e+18,21/09/2022 21:03,amd,175,1,"At AMD, we embrace the responsibility to protect our planet and the opportunity to help others save energy and reduce GHG emissions. We're doing just that by:

🌎Minimizing environmental impacts at AMD and in our supply chain;
💻Advancing environmental performance for IT users; and
🤝Innovating on collaborative solutions to address environmental challenges

Read more below on how we are committed to climate action!

#ClimateWeekNYC #AMD #ESG #CSR #sustainability #TogetherWeAdvance",45.0,5.0,25.0,20.0,,,,,,,,,,5.0,,,
3253,6.95516e+18,19/07/2022 14:03,kiewit,480,10,"The Indeck Niles Energy Center has entered service in Michigan. Congratulations to everyone involved in the successful delivery of this 1,100 MW facility. 

Kiewit Power Constructors Co. served as the engineering, procurement, construction (EPC) contractor for the energy center which is operated Indeck Energy Services and features  two GE 7HA.02 gas turbines, powering two GE-supplied H65 generators.

“The Niles Energy Center will have a positive, lasting impact on the community by reducing carbon emissions and providing reliable power,” said Chris Turnbull, president of Kiewit Power Constructors Co. “We are proud to have served as the EPC contractor and to have worked in close partnership with Indeck and GE in delivering this state-of-the-art facility.”

http://ow.ly/zG5650JU0uq
",25.0,10.0,25.0,,,,,,,,,,,10.0,,10.0,
3615,6.98413e+18,07/10/2022 12:43,unilever,270,14,"What does it mean to be a Formulation Scientist at Unilever?

Rachel Fenwick primarily works in our lab where she explores new ingredients and tests formulations to ensure they deliver an excellent experience to our customers. Currently she’s involved with several projects under Our Clean Future initiatives and working to make our products better for the planet.

“I am driven to help people by helping the planet. My role allows me to follow my purpose as I work to reduce the environmental impact of Unilever’s products and therefore protect the planet for all.”

That’s the power of Rachel. Join us and discover the #PowerOfU: https://lnkd.in/d8nC8kP

#UniquelyUnilever",10.0,20.0,,10.0,,,,,,,,,,20.0,,20.0,
3665,6.97151e+18,02/09/2022 17:05,unilever,99,13,"💬 John Hubbard, HomeCare Product Development Manager Port Sunlight Research & Development 
📍 UK 
🧪 Innovator
 
Through Our Clean Future initiative, he develops new opportunities to deliver sustainable products using fully biodegradable and renewable ingredients which helps to create a better planet. He sees his role as one that can make a difference in how brands impact the consumer and the planet. 
 
Some of the ways he’s activating his purpose through his role include: 
🔹 Creating innovative formulations for some of our HomeCare liquids 
🔹 Simplifying our product mixes using fewer chemicals and more sustainable ingredients 
🔹 Reducing complexity and removing non-essential ingredients which is at the heart of sustainability for the business and the planet 
 
Outside of his role, he is an advocate for STEM by engaging with his children’s school to teach them how science is involved in delivering the everyday products they use in their homes. 
 
That’s the power of John. Join us and discover the #PowerOfU: https://lnkd.in/gVVzV9i
 
#UniquelyUnilever",10.0,10.0,,10.0,,,,,,,,,,10.0,,,10.0
3668,6.97124e+18,01/09/2022 22:58,unilever,80,2,"💬 John Hubbard, HomeCare Product Development Manager Port Sunlight Research & Development 
📍 UK 
🧪 Innovator
 
Through Our Clean Future initiative, he develops new opportunities to deliver sustainable products using fully biodegradable and renewable ingredients which helps to create a better planet. He sees his role as one that can make a difference in how brands impact the consumer and the planet. 
 
Some of the ways he’s activating his purpose through his role include: 
🔹 Creating innovative formulations for some of our HomeCare liquids 
🔹 Simplifying our product mixes using fewer chemicals and more sustainable ingredients 
🔹 Reducing complexity and removing non-essential ingredients which is at the heart of sustainability for the business and the planet 
 
Outside of his role, he is an advocate for STEM by engaging with his children’s school to teach them how science is involved in delivering the everyday products they use in their homes. 
 
That’s the power of John. Join us and discover the #PowerOfU: https://lnkd.in/gVVzV9i
 
#UniquelyUnilever",10.0,10.0,,10.0,,,,,,,,,,10.0,,,10.0
3712,6.96132e+18,05/08/2022 14:09,ecolab,295,5,"Protecting what’s vital. It was Ecolab’s company values that drew Raul to the #ECLteam. Since his first day, Raul has helped put these values into practice. 

As a member of the Beverage & Brewery team, Raul is focused on helping customers reduce their water consumption and carbon footprint, to optimize their chemistry usage and develop new products with a greener profile. “All have an immediate impact on [our customers’] activities and therefore the planet,” explains Raul. “What’s really encouraging for me is to see how from our position we can help and support brewers in this journey and how powerful our impact is.” 

We’ll raise a glass to that. Happy International Beer Day!",20.0,15.0,10.0,10.0,,,,,,,,,,15.0,,,15.0
4658,6.95826e+18,28/07/2022 03:15,bankofhawaii,29,0,"We live in an island community. What happens in the oceans around us has a direct impact on our sustenance, livelihoods and lifestyle. Mahalo Moment #47 is dedicated to our partners at Waikiki Aquarium. We are proud supporters of their summer concert series, Ke Kani O Ke Kai, for the attention it brings to the aquarium and their efforts. 

Education is the key to conservation. By sharing knowledge about Hawaii’s marine life and environment, the Waikiki Aquarium has been helping generations of kamaaina and visitors gain a greater appreciation of the fragile balance that is essential for a healthy ocean. 

To the Waikiki Aquarium, its volunteers and staff, we say mahalo for promoting understanding, appreciation and conservation of our island waters. It is our hope that through efforts like yours, future generations will also enjoy the many wonders it holds.  

Learn more about Ke Kani O Ke Kai at https://lnkd.in/gvQC4gQp
 
#BOHMahaloMoments #BOH125",5.0,10.0,,,,,,,,,,,,10.0,,10.0,
